user_id,anomaly_score_IF,anomaly_IF,anomaly_score_AE,anomaly_AE,is_anomaly,user_risk_grade,anomaly,critical_anomaly
10000000,0.074694149413391,1,0.4355005,1,2,Normal,1,1
10000001,0.1722645717875617,1,0.034621257,1,2,Normal,1,1
10000002,0.1577769057398385,1,0.08355532,1,2,Normal,1,1
10000003,0.1780361681048869,1,0.039599076,1,2,Normal,1,1
10000004,0.1638515275370253,1,0.057005793,1,2,Normal,1,1
10000005,0.1729747318703385,1,0.0597767,1,2,Normal,1,1
10000006,0.1716404447567569,1,0.045161236,1,2,Normal,1,1
10000007,0.0229581388791585,1,0.22207591,1,2,Normal,1,1
10000008,0.1704953605624652,1,0.043194547,1,2,Normal,1,1
10000009,0.1612586686422711,1,0.07766909,1,2,Normal,1,1
10000010,0.1750777831959511,1,0.05086402,1,2,Normal,1,1
10000011,0.168643125631851,1,0.034501497,1,2,Normal,1,1
10000012,0.1537747358044259,1,0.08817224,1,2,Normal,1,1
10000013,0.1857675637577521,1,0.01886238,1,2,Normal,1,1
10000014,0.0233945683248577,1,0.49149588,1,2,Normal,1,1
10000015,0.181896375913464,1,0.015075219,1,2,Normal,1,1
10000016,0.1742214826581428,1,0.048922412,1,2,Normal,1,1
10000017,0.1384217799559779,1,0.0725848,1,2,Normal,1,1
10000018,0.0826347504676189,1,0.22523686,1,2,Normal,1,1
10000019,0.027431222498774,1,0.25875372,1,2,Normal,1,1
10000020,0.1107676696738179,1,0.16096672,1,2,Normal,1,1
10000021,0.1584568882304745,1,0.10972693,1,2,Normal,1,1
10000022,0.1639193893758602,1,0.060631633,1,2,Normal,1,1
10000023,0.1538519402726443,1,0.102446444,1,2,Normal,1,1
10000024,0.1748905907558446,1,0.026020313,1,2,Normal,1,1
10000025,0.0939155919507335,1,0.27735245,1,2,Normal,1,1
10000026,0.170107221689891,1,0.04153293,1,2,Normal,1,1
10000027,0.1431949022517403,1,0.19342522,1,2,Normal,1,1
10000028,0.1327840562692964,1,0.14162423,1,2,Normal,1,1
10000029,0.1824492756068459,1,0.020195454,1,2,Normal,1,1
10000030,0.1683775213849058,1,0.0596637,1,2,Normal,1,1
10000031,-0.0883588995156848,-1,0.74296206,-1,-2,Critical Risk,-1,-1
10000032,0.156996937753087,1,0.11341601,1,2,Normal,1,1
10000033,0.1642881082334278,1,0.061245035,1,2,Normal,1,1
10000034,0.1315124284957338,1,0.13463295,1,2,Normal,1,1
10000035,0.1532216223244838,1,0.04770454,1,2,Normal,1,1
10000036,0.1635595625820259,1,0.0972998,1,2,Normal,1,1
10000037,0.140031584425203,1,0.13722306,1,2,Normal,1,1
10000038,0.1516924689823631,1,0.04858294,1,2,Normal,1,1
10000039,0.0810372168411698,1,0.49070203,1,2,Normal,1,1
10000040,-0.011807626408296,-1,0.13839324,1,0,Medium Risk,-1,1
10000041,0.1757188215504239,1,0.066610835,1,2,Normal,1,1
10000042,0.1131516751842743,1,0.1546032,1,2,Normal,1,1
10000043,0.15524819896571,1,0.052016705,1,2,Normal,1,1
10000044,0.1789231055822959,1,0.025029706,1,2,Normal,1,1
10000045,0.1740808154995327,1,0.05286322,1,2,Normal,1,1
10000046,0.1700507070763485,1,0.060769193,1,2,Normal,1,1
10000047,0.1752564385216528,1,0.037705503,1,2,Normal,1,1
10000048,0.1280730242208794,1,0.12825301,1,2,Normal,1,1
10000049,0.0685119290765496,1,0.071518995,1,2,Normal,1,1
10000050,0.1806350272223889,1,0.034949847,1,2,Normal,1,1
10000051,0.0817873218717818,1,0.11250728,1,2,Normal,1,1
10000052,0.1581818630845339,1,0.09826267,1,2,Normal,1,1
10000053,0.1773666747972789,1,0.07380921,1,2,Normal,1,1
10000054,0.1339902153911934,1,0.110290654,1,2,Normal,1,1
10000055,0.1093462635392555,1,0.09654948,1,2,Normal,1,1
10000056,0.122888362194701,1,0.1199677,1,2,Normal,1,1
10000057,0.0198428909145771,1,0.790336,-1,0,Medium Risk,-1,1
10000058,0.1462940149694217,1,0.072654784,1,2,Normal,1,1
10000059,0.1847991278354159,1,0.025813317,1,2,Normal,1,1
10000060,0.1837802542577007,1,0.030465025,1,2,Normal,1,1
10000061,0.1356980695808657,1,0.11453819,1,2,Normal,1,1
10000062,0.1704670039596378,1,0.06614783,1,2,Normal,1,1
10000063,0.1270629920576158,1,0.1467451,1,2,Normal,1,1
10000064,0.1821426661796992,1,0.031014966,1,2,Normal,1,1
10000065,0.1821560599930481,1,0.022469943,1,2,Normal,1,1
10000066,0.1385148535143437,1,0.20682193,1,2,Normal,1,1
10000067,0.1638588826072705,1,0.10856607,1,2,Normal,1,1
10000068,0.1640223668267829,1,0.10151623,1,2,Normal,1,1
10000069,0.0455460087975064,1,0.40510258,1,2,Normal,1,1
10000070,0.1424940592141272,1,0.06858487,1,2,Normal,1,1
10000071,-0.1005630542434736,-1,1.1075146,-1,-2,Critical Risk,-1,-1
10000072,0.1625080406100212,1,0.07280622,1,2,Normal,1,1
10000073,-0.0441112098477841,-1,0.708243,-1,-2,Critical Risk,-1,-1
10000074,0.1792056761871223,1,0.03998716,1,2,Normal,1,1
10000075,0.1194339837342277,1,0.08103891,1,2,Normal,1,1
10000076,0.0192041276853463,1,0.3527259,1,2,Normal,1,1
10000077,0.1021018063788136,1,0.050024062,1,2,Normal,1,1
10000078,0.1481731892648121,1,0.06378012,1,2,Normal,1,1
10000079,0.1087175112974459,1,0.11394662,1,2,Normal,1,1
10000080,0.0753505855674814,1,0.34628928,1,2,Normal,1,1
10000081,0.1803249472744778,1,0.047463875,1,2,Normal,1,1
10000082,-0.1636673882996384,-1,1.0021238,-1,-2,Critical Risk,-1,-1
10000083,0.1394050269253513,1,0.11639468,1,2,Normal,1,1
10000084,0.1120339912702501,1,0.08050496,1,2,Normal,1,1
10000085,0.162615288011793,1,0.09044659,1,2,Normal,1,1
10000086,0.1752570656714669,1,0.050785672,1,2,Normal,1,1
10000087,-0.0547339685300132,-1,0.35593855,1,0,Medium Risk,-1,1
10000088,0.1118806582612956,1,0.24421664,1,2,Normal,1,1
10000089,0.1693249030855515,1,0.054254834,1,2,Normal,1,1
10000090,0.1432203023055659,1,0.14414556,1,2,Normal,1,1
10000091,0.073643125338602,1,0.1427963,1,2,Normal,1,1
10000092,0.0689663617935716,1,0.38330227,1,2,Normal,1,1
10000093,0.165494058959691,1,0.0322855,1,2,Normal,1,1
10000094,0.128060437876584,1,0.10993747,1,2,Normal,1,1
10000095,0.1796347182358115,1,0.031539053,1,2,Normal,1,1
10000096,0.0373276542841729,1,0.361244,1,2,Normal,1,1
10000097,0.151525765236027,1,0.055674214,1,2,Normal,1,1
10000098,0.1400336744453423,1,0.11265696,1,2,Normal,1,1
10000099,0.0595416597001897,1,0.4933291,-1,0,Medium Risk,-1,1
10000100,0.0767356439597199,1,0.24138501,1,2,Normal,1,1
10000101,0.1614786900686259,1,0.102663174,1,2,Normal,1,1
10000102,0.1589700941718034,1,0.1058882,1,2,Normal,1,1
10000103,0.1842336518224134,1,0.026168494,1,2,Normal,1,1
10000104,0.078168660605342,1,0.4141848,1,2,Normal,1,1
10000105,0.1482182460827691,1,0.064750284,1,2,Normal,1,1
10000106,0.0777244070030289,1,0.16870895,1,2,Normal,1,1
10000107,-0.0010289656314513,-1,0.21347837,1,0,Medium Risk,-1,1
10000108,-0.1591651971057845,-1,1.5129845,-1,-2,Critical Risk,-1,-1
10000109,0.141786009534411,1,0.10869648,1,2,Normal,1,1
10000110,0.1838311626942054,1,0.020868195,1,2,Normal,1,1
10000111,0.0916912377176899,1,0.10512807,1,2,Normal,1,1
10000112,0.1378080911317029,1,0.05788027,1,2,Normal,1,1
10000113,0.1718855309132151,1,0.04857287,1,2,Normal,1,1
10000114,0.1322034467011097,1,0.19363937,1,2,Normal,1,1
10000115,-0.1001079593509063,-1,0.6583889,-1,-2,Critical Risk,-1,-1
10000116,0.1594287435453156,1,0.08507375,1,2,Normal,1,1
10000117,0.1714026022588022,1,0.098973595,1,2,Normal,1,1
10000118,0.1764789511780453,1,0.057424884,1,2,Normal,1,1
10000119,0.177832102780633,1,0.038837004,1,2,Normal,1,1
10000120,0.1750042447931475,1,0.039813794,1,2,Normal,1,1
10000121,0.1393382386881364,1,0.06690184,1,2,Normal,1,1
10000122,0.1375080419923648,1,0.10256996,1,2,Normal,1,1
10000123,0.1763289007973648,1,0.021707311,1,2,Normal,1,1
10000124,0.0907594697692523,1,0.16090024,1,2,Normal,1,1
10000125,0.1034040302153648,1,0.24847063,1,2,Normal,1,1
10000126,0.1771307879154096,1,0.031764425,1,2,Normal,1,1
10000127,0.1495741318034465,1,0.07427881,1,2,Normal,1,1
10000128,0.0367736102239515,1,0.40913144,1,2,Normal,1,1
10000129,0.0812865532546669,1,0.1160521,1,2,Normal,1,1
10000130,0.1537628522631314,1,0.062523656,1,2,Normal,1,1
10000131,0.072151873242246,1,0.09640628,1,2,Normal,1,1
10000132,0.1808950992457901,1,0.029996753,1,2,Normal,1,1
10000133,0.113569625190639,1,0.228698,1,2,Normal,1,1
10000134,0.1673669663815247,1,0.04061875,1,2,Normal,1,1
10000135,-0.0159423245664531,-1,0.24060465,1,0,Medium Risk,-1,1
10000136,0.1574219540235074,1,0.03847575,1,2,Normal,1,1
10000137,0.1791047073722586,1,0.070786834,1,2,Normal,1,1
10000138,-0.0001486902448506,-1,0.26039842,1,0,Medium Risk,-1,1
10000139,0.1545118543318788,1,0.06579574,1,2,Normal,1,1
10000140,0.1802971779381009,1,0.029235175,1,2,Normal,1,1
10000141,0.1688801111782763,1,0.07139797,1,2,Normal,1,1
10000142,-0.1187488017617086,-1,0.43800464,1,0,Medium Risk,-1,1
10000143,0.1200679306720833,1,0.13545842,1,2,Normal,1,1
10000144,0.1689412585996343,1,0.07494855,1,2,Normal,1,1
10000145,0.1742123810910669,1,0.05143915,1,2,Normal,1,1
10000146,0.0773023713701715,1,0.13129804,1,2,Normal,1,1
10000147,0.1655961949748898,1,0.044995792,1,2,Normal,1,1
10000148,0.1837590501169788,1,0.035097852,1,2,Normal,1,1
10000149,0.1154342911784326,1,0.07160015,1,2,Normal,1,1
10000150,0.1528419544249616,1,0.042529188,1,2,Normal,1,1
10000151,0.179328169554034,1,0.012997947,1,2,Normal,1,1
10000152,0.1386313762507985,1,0.11435845,1,2,Normal,1,1
10000153,0.1823553026000612,1,0.03172418,1,2,Normal,1,1
10000154,0.1807381225108405,1,0.02876582,1,2,Normal,1,1
10000155,-0.1107421013726668,-1,0.89577854,-1,-2,Critical Risk,-1,-1
10000156,0.1223759468872428,1,0.10588662,1,2,Normal,1,1
10000157,0.1354476914868269,1,0.08088382,1,2,Normal,1,1
10000158,0.1231543324918175,1,0.10916048,1,2,Normal,1,1
10000159,0.1358971709311643,1,0.07150689,1,2,Normal,1,1
10000160,0.1507990427354381,1,0.04890817,1,2,Normal,1,1
10000161,-0.0524180809881839,-1,0.39602506,1,0,Medium Risk,-1,1
10000162,0.1733813190442709,1,0.088111505,1,2,Normal,1,1
10000163,0.0976538690381432,1,0.12315913,1,2,Normal,1,1
10000164,0.0628561078230797,1,0.45954895,1,2,Normal,1,1
10000165,0.1406776372440863,1,0.072018296,1,2,Normal,1,1
10000166,0.1543589789828607,1,0.12460835,1,2,Normal,1,1
10000167,0.1710929100114268,1,0.06994358,1,2,Normal,1,1
10000168,0.1596183266610135,1,0.045990873,1,2,Normal,1,1
10000169,0.174608136969585,1,0.048648212,1,2,Normal,1,1
10000170,0.1274157602179592,1,0.13958897,1,2,Normal,1,1
10000171,0.1781212780139849,1,0.044144336,1,2,Normal,1,1
10000172,0.1516244561632963,1,0.057771206,1,2,Normal,1,1
10000173,0.137197044468889,1,0.12844305,1,2,Normal,1,1
10000174,0.1480584742192473,1,0.045393918,1,2,Normal,1,1
10000175,0.1630455867731874,1,0.057434313,1,2,Normal,1,1
10000176,0.1709207639974899,1,0.03251457,1,2,Normal,1,1
10000177,0.1586999446595846,1,0.04764139,1,2,Normal,1,1
10000178,0.1067425042478878,1,0.23802872,1,2,Normal,1,1
10000179,0.150523313140372,1,0.14860898,1,2,Normal,1,1
10000180,0.0609408735559784,1,0.19481751,1,2,Normal,1,1
10000181,0.1705027368314558,1,0.026408384,1,2,Normal,1,1
10000182,0.1487391432822635,1,0.11566093,1,2,Normal,1,1
10000183,0.1463732222224689,1,0.09583768,1,2,Normal,1,1
10000184,0.178401999196153,1,0.027803665,1,2,Normal,1,1
10000185,0.1478157415176649,1,0.107866816,1,2,Normal,1,1
10000186,0.1809074625821078,1,0.028669119,1,2,Normal,1,1
10000187,0.1483209653190844,1,0.067301646,1,2,Normal,1,1
10000188,0.1526426953884244,1,0.053079486,1,2,Normal,1,1
10000189,0.1537099995367334,1,0.11851021,1,2,Normal,1,1
10000190,0.1697833941158438,1,0.053984743,1,2,Normal,1,1
10000191,-0.0118170334363889,-1,0.43361926,1,0,Medium Risk,-1,1
10000192,0.0644924801554584,1,0.0839485,1,2,Normal,1,1
10000193,0.0780008316280806,1,0.31850404,1,2,Normal,1,1
10000194,0.1789337157050208,1,0.022359734,1,2,Normal,1,1
10000195,0.1713596320909788,1,0.03904431,1,2,Normal,1,1
10000196,0.116097943586422,1,0.090213455,1,2,Normal,1,1
10000197,0.1491614572438128,1,0.092965625,1,2,Normal,1,1
10000198,0.1046688691379041,1,0.08918225,1,2,Normal,1,1
10000199,0.1133705804660989,1,0.06812513,1,2,Normal,1,1
10000200,0.082992092771428,1,0.25847638,1,2,Normal,1,1
10000201,0.1110899653538128,1,0.15536796,1,2,Normal,1,1
10000202,0.1346860127201869,1,0.057490513,1,2,Normal,1,1
10000203,0.1722027288024084,1,0.03891162,1,2,Normal,1,1
10000204,0.1837645773633346,1,0.030456016,1,2,Normal,1,1
10000205,0.0800100414359338,1,0.3678648,1,2,Normal,1,1
10000206,0.154944456965317,1,0.05600012,1,2,Normal,1,1
10000207,0.168700051152326,1,0.05796672,1,2,Normal,1,1
10000208,0.049549067843096,1,0.5417078,-1,0,Medium Risk,-1,1
10000209,0.0768508441904131,1,0.4155151,1,2,Normal,1,1
10000210,0.1247591058429637,1,0.12147369,1,2,Normal,1,1
10000211,0.1517654574877894,1,0.10284931,1,2,Normal,1,1
10000212,0.1779266690762047,1,0.03641824,1,2,Normal,1,1
10000213,0.1662253819705436,1,0.03789345,1,2,Normal,1,1
10000214,0.100652479164232,1,0.20643689,1,2,Normal,1,1
10000215,0.0815678297103437,1,0.3418235,1,2,Normal,1,1
10000216,0.1224014417278723,1,0.0985511,1,2,Normal,1,1
10000217,0.0245453133016337,1,0.084021896,1,2,Normal,1,1
10000218,0.1727848814055018,1,0.049642965,1,2,Normal,1,1
10000219,0.1834080093644537,1,0.037515037,1,2,Normal,1,1
10000220,0.1814849531154792,1,0.02778025,1,2,Normal,1,1
10000221,0.1784341953606589,1,0.024811542,1,2,Normal,1,1
10000222,0.1148803045603535,1,0.044887844,1,2,Normal,1,1
10000223,0.0826784829971965,1,0.28044674,1,2,Normal,1,1
10000224,0.126574194789127,1,0.18848877,1,2,Normal,1,1
10000225,0.1678976260792538,1,0.040432278,1,2,Normal,1,1
10000226,0.1437419759128823,1,0.055711817,1,2,Normal,1,1
10000227,0.1428748184337794,1,0.10570536,1,2,Normal,1,1
10000228,0.1692600859036711,1,0.058806896,1,2,Normal,1,1
10000229,0.1711439777280546,1,0.053328678,1,2,Normal,1,1
10000230,0.1788971145895336,1,0.045401674,1,2,Normal,1,1
10000231,0.1046120331131355,1,0.06222417,1,2,Normal,1,1
10000232,0.1517280129825101,1,0.117112786,1,2,Normal,1,1
10000233,0.1749665560607254,1,0.09874788,1,2,Normal,1,1
10000234,0.1664201575829673,1,0.02610845,1,2,Normal,1,1
10000235,0.169161130618512,1,0.049523927,1,2,Normal,1,1
10000236,0.1513811126677271,1,0.08820138,1,2,Normal,1,1
10000237,0.1647140734346186,1,0.03994583,1,2,Normal,1,1
10000238,0.1482618316181121,1,0.048784908,1,2,Normal,1,1
10000239,0.1310899971144819,1,0.08991697,1,2,Normal,1,1
10000240,-0.0099994167245276,-1,0.30303183,1,0,Medium Risk,-1,1
10000241,0.1720340854912735,1,0.05337901,1,2,Normal,1,1
10000242,0.061937513004481,1,0.17197572,1,2,Normal,1,1
10000243,0.1358769858989323,1,0.18606229,1,2,Normal,1,1
10000244,0.1694523968714641,1,0.106593184,1,2,Normal,1,1
10000245,0.1797129341993697,1,0.048474062,1,2,Normal,1,1
10000246,0.1507742678424815,1,0.052678734,1,2,Normal,1,1
10000247,0.1765930872886715,1,0.03819789,1,2,Normal,1,1
10000248,-0.0243253907285563,-1,0.46613333,1,0,Medium Risk,-1,1
10000249,0.1598641457279451,1,0.09006384,1,2,Normal,1,1
10000250,0.1661364592568296,1,0.037298582,1,2,Normal,1,1
10000251,0.1704494267331841,1,0.07639524,1,2,Normal,1,1
10000252,0.0645046215528211,1,0.18330796,1,2,Normal,1,1
10000253,0.1008100452816747,1,0.063338935,1,2,Normal,1,1
10000254,0.1402124249241692,1,0.06744534,1,2,Normal,1,1
10000255,0.0692208493806664,1,0.35542297,1,2,Normal,1,1
10000256,0.1771213221599334,1,0.049453717,1,2,Normal,1,1
10000257,0.0693338698392559,1,0.3721862,1,2,Normal,1,1
10000258,0.1704446218922017,1,0.071157664,1,2,Normal,1,1
10000259,0.173828768902068,1,0.02825776,1,2,Normal,1,1
10000260,0.0788757158275375,1,0.33545965,1,2,Normal,1,1
10000261,0.1385269673204008,1,0.19185813,1,2,Normal,1,1
10000262,0.0999648555645173,1,0.10363325,1,2,Normal,1,1
10000263,0.1836435424519761,1,0.03402809,1,2,Normal,1,1
10000264,0.161681775936166,1,0.055595014,1,2,Normal,1,1
10000265,0.0978873229988958,1,0.17066991,1,2,Normal,1,1
10000266,0.1662367011457626,1,0.051628746,1,2,Normal,1,1
10000267,0.1159029723273071,1,0.030169336,1,2,Normal,1,1
10000268,0.0496263213099764,1,0.37806603,1,2,Normal,1,1
10000269,0.1239912010875421,1,0.11927966,1,2,Normal,1,1
10000270,0.0351687417051485,1,0.34440604,1,2,Normal,1,1
10000271,0.1604241133845755,1,0.058665145,1,2,Normal,1,1
10000272,0.1359431114567657,1,0.0815015,1,2,Normal,1,1
10000273,0.1713462342898327,1,0.052495778,1,2,Normal,1,1
10000274,0.1481926146419933,1,0.07892451,1,2,Normal,1,1
10000275,0.178845641994664,1,0.043184936,1,2,Normal,1,1
10000276,0.1841745836415806,1,0.032731213,1,2,Normal,1,1
10000277,0.1693351553018597,1,0.053380195,1,2,Normal,1,1
10000278,0.0997499522182248,1,0.14501536,1,2,Normal,1,1
10000279,0.1685325851429447,1,0.060159534,1,2,Normal,1,1
10000280,0.0776452310936434,1,0.059693914,1,2,Normal,1,1
10000281,-0.1391823033292286,-1,0.9921959,-1,-2,Critical Risk,-1,-1
10000282,0.1706679501890575,1,0.050013535,1,2,Normal,1,1
10000283,0.1014591979585577,1,0.15069254,1,2,Normal,1,1
10000284,0.094454748327799,1,0.14284015,1,2,Normal,1,1
10000285,0.1685568408403073,1,0.0842115,1,2,Normal,1,1
10000286,0.0584673208342113,1,0.13530925,1,2,Normal,1,1
10000287,0.1597063993313737,1,0.069283575,1,2,Normal,1,1
10000288,0.0704476609209777,1,0.266004,1,2,Normal,1,1
10000289,0.176229965068787,1,0.032851376,1,2,Normal,1,1
10000290,0.182727116525291,1,0.022236291,1,2,Normal,1,1
10000291,0.1342076020807852,1,0.12906554,1,2,Normal,1,1
10000292,0.1438576851063771,1,0.14839779,1,2,Normal,1,1
10000293,0.1582713470687686,1,0.091636285,1,2,Normal,1,1
10000294,0.1716276521679152,1,0.019986818,1,2,Normal,1,1
10000295,0.1842018793205372,1,0.021120539,1,2,Normal,1,1
10000296,0.1597473424826113,1,0.08274795,1,2,Normal,1,1
10000297,-0.1085002852670612,-1,1.3826405,-1,-2,Critical Risk,-1,-1
10000298,0.1786418847055754,1,0.04033481,1,2,Normal,1,1
10000299,0.1012423691415177,1,0.117013596,1,2,Normal,1,1
10000300,0.1493977222490596,1,0.039794136,1,2,Normal,1,1
10000301,0.1564295987465542,1,0.063366756,1,2,Normal,1,1
10000302,0.1344478021923101,1,0.0678093,1,2,Normal,1,1
10000303,0.1536991704405216,1,0.0767684,1,2,Normal,1,1
10000304,0.1441075790275716,1,0.10648425,1,2,Normal,1,1
10000305,0.1798299963391653,1,0.06885116,1,2,Normal,1,1
10000306,0.1614196111070586,1,0.061673272,1,2,Normal,1,1
10000307,0.1510568401984569,1,0.13739955,1,2,Normal,1,1
10000308,-0.002909475568006,-1,0.15956242,1,0,Medium Risk,-1,1
10000309,0.1514797273351756,1,0.13608429,1,2,Normal,1,1
10000310,0.1713188593670878,1,0.051245067,1,2,Normal,1,1
10000311,0.1549442036060359,1,0.10071391,1,2,Normal,1,1
10000312,0.0421134832562176,1,0.26692474,1,2,Normal,1,1
10000313,0.1727400978898544,1,0.07133999,1,2,Normal,1,1
10000314,0.1698237345919717,1,0.09725245,1,2,Normal,1,1
10000315,0.1029422551514925,1,0.09474864,1,2,Normal,1,1
10000316,0.1688596490950552,1,0.052121527,1,2,Normal,1,1
10000317,0.0933119329387876,1,0.21312837,1,2,Normal,1,1
10000318,0.1318241426700437,1,0.1498795,1,2,Normal,1,1
10000319,0.1738496252480055,1,0.041223634,1,2,Normal,1,1
10000320,0.0968469664585557,1,0.1308945,1,2,Normal,1,1
10000321,0.172468483519677,1,0.050972473,1,2,Normal,1,1
10000322,0.1641817585497782,1,0.0763789,1,2,Normal,1,1
10000323,0.168098829893753,1,0.052436955,1,2,Normal,1,1
10000324,0.1608483905155228,1,0.052279294,1,2,Normal,1,1
10000325,0.1570766005419012,1,0.114629366,1,2,Normal,1,1
10000326,0.1591632348989652,1,0.053285524,1,2,Normal,1,1
10000327,0.1814926173204644,1,0.026046878,1,2,Normal,1,1
10000328,0.0814820423679255,1,0.22523077,1,2,Normal,1,1
10000329,0.1272990202212346,1,0.076017335,1,2,Normal,1,1
10000330,0.1622218498429382,1,0.0496385,1,2,Normal,1,1
10000331,0.1684330231578363,1,0.061512947,1,2,Normal,1,1
10000332,0.1606025096289774,1,0.05556037,1,2,Normal,1,1
10000333,0.1484158308526334,1,0.045754123,1,2,Normal,1,1
10000334,0.093851884381862,1,0.15784433,1,2,Normal,1,1
10000335,0.1648243160749726,1,0.062410977,1,2,Normal,1,1
10000336,0.0993719683257005,1,0.09207025,1,2,Normal,1,1
10000337,0.177167281634512,1,0.07598461,1,2,Normal,1,1
10000338,0.1673405035850119,1,0.050958548,1,2,Normal,1,1
10000339,0.1724850628665024,1,0.06928339,1,2,Normal,1,1
10000340,0.1650385354514481,1,0.0467186,1,2,Normal,1,1
10000341,0.0902125114773262,1,0.10598507,1,2,Normal,1,1
10000342,-0.1275748634913363,-1,0.6662175,-1,-2,Critical Risk,-1,-1
10000343,0.1766545245440395,1,0.045543395,1,2,Normal,1,1
10000344,0.0721577784825437,1,0.3028592,1,2,Normal,1,1
10000345,0.1774911876152468,1,0.025465677,1,2,Normal,1,1
10000346,-0.0288303015496995,-1,0.17156534,1,0,Medium Risk,-1,1
10000347,0.1113273322616355,1,0.2748006,1,2,Normal,1,1
10000348,0.1754201724464093,1,0.03372078,1,2,Normal,1,1
10000349,0.1827918658912962,1,0.013624969,1,2,Normal,1,1
10000350,0.0898001541684544,1,0.28245807,1,2,Normal,1,1
10000351,0.1685955206723839,1,0.036929667,1,2,Normal,1,1
10000352,0.1609473246879456,1,0.07288828,1,2,Normal,1,1
10000353,0.121849275517463,1,0.07356282,1,2,Normal,1,1
10000354,0.1763564546113527,1,0.04731115,1,2,Normal,1,1
10000355,0.1614654525133555,1,0.11069294,1,2,Normal,1,1
10000356,0.1207949772180084,1,0.0827194,1,2,Normal,1,1
10000357,0.1692383062332834,1,0.030906957,1,2,Normal,1,1
10000358,-0.0656094015717708,-1,0.46249962,1,0,Medium Risk,-1,1
10000359,0.1625082119895839,1,0.08202443,1,2,Normal,1,1
10000360,0.0939296056328575,1,0.14568944,1,2,Normal,1,1
10000361,0.1626004596204938,1,0.04850617,1,2,Normal,1,1
10000362,0.1798330299744045,1,0.021328384,1,2,Normal,1,1
10000363,0.1752610286747593,1,0.037840907,1,2,Normal,1,1
10000364,0.0955145681705823,1,0.11095168,1,2,Normal,1,1
10000365,0.1809074963371543,1,0.024888681,1,2,Normal,1,1
10000366,0.1604460942813461,1,0.06873755,1,2,Normal,1,1
10000367,0.158294584891373,1,0.10612202,1,2,Normal,1,1
10000368,0.0491183888256246,1,0.38108638,1,2,Normal,1,1
10000369,0.1727677525225605,1,0.05107746,1,2,Normal,1,1
10000370,0.1303379197852734,1,0.14467037,1,2,Normal,1,1
10000371,0.0753724793404136,1,0.13311781,1,2,Normal,1,1
10000372,0.1851264165356943,1,0.023265606,1,2,Normal,1,1
10000373,0.1430006030740949,1,0.10839048,1,2,Normal,1,1
10000374,0.180125455716538,1,0.03266254,1,2,Normal,1,1
10000375,0.0660937953848159,1,0.29570192,1,2,Normal,1,1
10000376,0.0628572530969499,1,0.07851228,1,2,Normal,1,1
10000377,0.162848509968621,1,0.08752169,1,2,Normal,1,1
10000378,0.1332331637285302,1,0.06171176,1,2,Normal,1,1
10000379,0.1766177343090115,1,0.030508207,1,2,Normal,1,1
10000380,0.1368439712610852,1,0.03919253,1,2,Normal,1,1
10000381,0.0223829673114262,1,0.4818348,1,2,Normal,1,1
10000382,0.1779678779772769,1,0.03340981,1,2,Normal,1,1
10000383,0.1794732134005264,1,0.051203083,1,2,Normal,1,1
10000384,0.1708966282269819,1,0.015400074,1,2,Normal,1,1
10000385,0.1815408177174928,1,0.023001656,1,2,Normal,1,1
10000386,0.181689663101552,1,0.048475493,1,2,Normal,1,1
10000387,0.135280805810524,1,0.060832206,1,2,Normal,1,1
10000388,0.1709352044590462,1,0.045792546,1,2,Normal,1,1
10000389,0.174144016741113,1,0.049671724,1,2,Normal,1,1
10000390,0.1708223442879084,1,0.053981863,1,2,Normal,1,1
10000391,0.184817395496848,1,0.016293284,1,2,Normal,1,1
10000392,0.1235182900182866,1,0.1272624,1,2,Normal,1,1
10000393,0.1157703582086112,1,0.1233583,1,2,Normal,1,1
10000394,0.1216861547924481,1,0.16691546,1,2,Normal,1,1
10000395,0.148194182228672,1,0.090289965,1,2,Normal,1,1
10000396,0.1593384780470197,1,0.19316831,1,2,Normal,1,1
10000397,0.1515196003149402,1,0.1391464,1,2,Normal,1,1
10000398,0.1653479777973084,1,0.06671593,1,2,Normal,1,1
10000399,0.105522083612571,1,0.20129819,1,2,Normal,1,1
10000400,0.0057712679559415,1,0.38529894,1,2,Normal,1,1
10000401,0.1820713002013544,1,0.032303553,1,2,Normal,1,1
10000402,0.1764860513782984,1,0.029543456,1,2,Normal,1,1
10000403,0.080172028444213,1,0.1395329,1,2,Normal,1,1
10000404,0.1579927134829245,1,0.117229424,1,2,Normal,1,1
10000405,0.1075515724187103,1,0.09631167,1,2,Normal,1,1
10000406,0.063773721772731,1,0.42325884,1,2,Normal,1,1
10000407,0.1818854215258928,1,0.043145858,1,2,Normal,1,1
10000408,0.120903632846531,1,0.13270056,1,2,Normal,1,1
10000409,0.1830657203765135,1,0.035852928,1,2,Normal,1,1
10000410,0.1460802636487204,1,0.16513605,1,2,Normal,1,1
10000411,0.1826002445939838,1,0.032265898,1,2,Normal,1,1
10000412,-0.0942375493742624,-1,0.5003913,-1,-2,Critical Risk,-1,-1
10000413,0.1741963217089651,1,0.04890428,1,2,Normal,1,1
10000414,0.1736882796652563,1,0.0602874,1,2,Normal,1,1
10000415,0.1600507286379607,1,0.061063457,1,2,Normal,1,1
10000416,0.1241157643007339,1,0.08564008,1,2,Normal,1,1
10000417,0.164693588078313,1,0.030125383,1,2,Normal,1,1
